,Total,Not Hispanic or Latino,Not Hispanic or Latino White alone,Not Hispanic or Latino Black or African American alone,Not Hispanic or Latino American Indian and Alaska Native alone,Not Hispanic or Latino Asian alone,Not Hispanic or Latino Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino Some other race alone,Not Hispanic or Latino Two or more races,Not Hispanic or Latino Two or more races Two races including Some other race,"Not Hispanic or Latino Two or more races Two races excluding Some other race, and three or more",Hispanic or Latino
"Massena village, New York: Summary level: 160, state:36> place:46019",10953,10867,10542,19,81,123,0,0,102,0,102,86
"Mastic CDP, New York: Summary level: 160, state:36> place:46074",16875,12823,10903,1108,0,684,0,0,128,0,128,4052
"Mastic Beach village, New York: Summary level: 160, state:36> place:46085",15547,13277,10812,1903,0,101,0,0,461,0,461,2270
"Matinecock village, New York: Summary level: 160, state:36> place:46107",845,811,762,9,0,40,0,0,0,0,0,34
"Mattituck CDP, New York: Summary level: 160, state:36> place:46140",4357,4168,4019,110,0,39,0,0,0,0,0,189
"Mattydale CDP, New York: Summary level: 160, state:36> place:46151",6844,6642,6028,284,115,97,0,0,118,0,118,202
"Maybrook village, New York: Summary level: 160, state:36> place:46162",3013,2368,1800,300,0,57,0,24,187,0,187,645
"Mayfield village, New York: Summary level: 160, state:36> place:46206",749,731,728,0,0,0,0,3,0,0,0,18
"Mayville village, New York: Summary level: 160, state:36> place:46239",1495,1421,1295,76,0,6,0,0,44,0,44,74
"Mechanicstown CDP, New York: Summary level: 160, state:36> place:46349",6874,5032,3044,1590,0,233,0,0,165,51,114,1842
"Mechanicville city, New York: Summary level: 160, state:36> place:46360",5209,5123,4898,34,0,97,0,0,94,0,94,86
"Medford CDP, New York: Summary level: 160, state:36> place:46404",24830,19948,17402,1408,58,626,0,26,428,0,428,4882
"Medina village, New York: Summary level: 160, state:36> place:46415",6024,5649,4787,604,115,27,0,6,110,0,110,375
"Melrose Park CDP, New York: Summary level: 160, state:36> place:46503",2200,2192,2182,0,0,5,0,0,5,0,5,8
"Melville CDP, New York: Summary level: 160, state:36> place:46514",19717,18725,16099,1198,0,1297,0,13,118,0,118,992
"Menands village, New York: Summary level: 160, state:36> place:46536",3996,3677,2532,595,0,412,0,51,87,0,87,319
"Meridian village, New York: Summary level: 160, state:36> place:46646",315,300,275,0,6,0,0,0,19,0,19,15
"Merrick CDP, New York: Summary level: 160, state:36> place:46668",21208,19612,18561,388,5,570,0,0,88,0,88,1596
"Merritt Park CDP, New York: Summary level: 160, state:36> place:46750",1181,1059,517,32,0,510,0,0,0,0,0,122
"Mexico village, New York: Summary level: 160, state:36> place:46811",1909,1888,1850,0,0,3,0,0,35,0,35,21
"Middleburgh village, New York: Summary level: 160, state:36> place:46866",1694,1658,1627,10,8,7,0,0,6,0,6,36
"Middle Island CDP, New York: Summary level: 160, state:36> place:46976",9849,9160,7732,768,0,510,0,0,150,11,139,689
"Middleport village, New York: Summary level: 160, state:36> place:46998",1696,1689,1670,0,0,13,0,0,6,0,6,7
"Middletown city, New York: Summary level: 160, state:36> place:47042",27953,17262,10050,5535,65,930,0,115,567,0,567,10691
"Middleville village, New York: Summary level: 160, state:36> place:47108",556,556,556,0,0,0,0,0,0,0,0,0
"Milford village, New York: Summary level: 160, state:36> place:47229",397,397,395,2,0,0,0,0,0,0,0,0
"Millbrook village, New York: Summary level: 160, state:36> place:47273",1502,1446,1319,15,0,41,0,0,71,0,71,56
"Miller Place CDP, New York: Summary level: 160, state:36> place:47306",11683,11228,10686,121,31,326,0,0,64,0,64,455
"Millerton village, New York: Summary level: 160, state:36> place:47361",790,673,539,20,0,42,0,0,72,0,72,117
"Mill Neck village, New York: Summary level: 160, state:36> place:47405",922,860,825,0,0,35,0,0,0,0,0,62
"Millport village, New York: Summary level: 160, state:36> place:47427",341,338,328,0,9,0,0,0,1,0,1,3
"Milton CDP (Saratoga County), New York: Summary level: 160, state:36> place:47548",3203,3121,3085,14,0,22,0,0,0,0,0,82
"Milton CDP (Ulster County), New York: Summary level: 160, state:36> place:47554",1348,1239,1180,22,0,21,0,0,16,0,16,109
"Mineola village, New York: Summary level: 160, state:36> place:47636",18822,15011,13417,183,0,1393,0,0,18,0,18,3811
"Minetto CDP, New York: Summary level: 160, state:36> place:47680",951,939,924,1,3,11,0,0,0,0,0,12
"Mineville CDP, New York: Summary level: 160, state:36> place:47702",1122,1098,965,107,7,0,0,0,19,0,19,24
"Minoa village, New York: Summary level: 160, state:36> place:47757",3470,3432,3385,47,0,0,0,0,0,0,0,38
"Mohawk village, New York: Summary level: 160, state:36> place:47823",2675,2592,2555,8,0,2,0,0,27,0,27,83
"Accord CDP, New York: Summary level: 160, state:36> place:00155",873,857,707,12,0,0,0,0,138,24,114,16
"Adams village, New York: Summary level: 160, state:36> place:00199",1769,1718,1645,15,3,27,0,0,28,0,28,51
"Adams Center CDP, New York: Summary level: 160, state:36> place:00232",2286,2216,2138,0,19,10,0,0,49,0,49,70
"Addison village, New York: Summary level: 160, state:36> place:00276",1840,1832,1818,3,0,3,0,0,8,8,0,8
"Afton village, New York: Summary level: 160, state:36> place:00342",1048,1034,1025,0,3,0,0,0,6,0,6,14
"Airmont village, New York: Summary level: 160, state:36> place:00408",8692,8078,7241,223,46,381,0,0,187,130,57,614
"Akron village, New York: Summary level: 160, state:36> place:00441",2862,2815,2677,1,104,33,0,0,0,0,0,47
"Albany city, New York: Summary level: 160, state:36> place:01000",98142,89722,51426,29177,232,5752,36,103,2996,318,2678,8420
"Albertson CDP, New York: Summary level: 160, state:36> place:01011",5260,4861,3635,0,29,1149,0,0,48,0,48,399
"Albion village, New York: Summary level: 160, state:36> place:01033",5595,5208,4679,381,19,72,0,0,57,27,30,387
"Theresa village, New York: Summary level: 160, state:36> place:73517",999,967,952,0,5,2,0,0,8,0,8,32
"Thiells CDP, New York: Summary level: 160, state:36> place:73583",5234,4294,3670,335,0,289,0,0,0,0,0,940
"Thomaston village, New York: Summary level: 160, state:36> place:73605",2639,2384,1623,22,0,695,0,12,32,0,32,255
"Thornwood CDP, New York: Summary level: 160, state:36> place:73715",4170,3482,3324,10,7,102,0,0,39,0,39,688
"Thousand Island Park CDP, New York: Summary level: 160, state:36> place:73726",45,45,45,0,0,0,0,0,0,0,0,0
"Three Mile Bay CDP, New York: Summary level: 160, state:36> place:73737",174,160,128,0,0,0,0,0,32,0,32,14
"Ticonderoga CDP, New York: Summary level: 160, state:36> place:73880",3491,3484,3204,3,0,8,0,46,223,0,223,7
"Tillson CDP, New York: Summary level: 160, state:36> place:73902",1526,1517,1410,75,0,14,0,9,9,0,9,9
"Titusville CDP, New York: Summary level: 160, state:36> place:74017",527,487,478,0,4,5,0,0,0,0,0,40
"Tivoli village, New York: Summary level: 160, state:36> place:74023",988,889,874,2,0,2,0,2,9,0,9,99
"Tonawanda city, New York: Summary level: 160, state:36> place:74166",15074,15006,14642,10,7,15,0,0,332,28,304,68
"Tonawanda CDP, New York: Summary level: 160, state:36> place:74183",58186,56238,52535,1322,101,1433,0,8,839,0,839,1948
"Town Line CDP, New York: Summary level: 160, state:36> place:75121",2799,2775,2724,37,0,0,0,0,14,0,14,24
"Tribes Hill CDP, New York: Summary level: 160, state:36> place:75341",1012,1012,1005,0,0,0,0,0,7,0,7,0
"Troy city, New York: Summary level: 160, state:36> place:75484",50019,45807,34050,7205,21,2219,19,111,2182,12,2170,4212
"Trumansburg village, New York: Summary level: 160, state:36> place:75506",1783,1757,1743,2,0,7,0,0,5,0,5,26
"Tuckahoe CDP, New York: Summary level: 160, state:36> place:75572",1293,1041,808,150,0,63,0,0,20,0,20,252
"Tuckahoe village, New York: Summary level: 160, state:36> place:75583",6519,5689,4067,880,3,487,0,38,214,13,201,830
"Tully village, New York: Summary level: 160, state:36> place:75627",786,779,730,1,2,16,0,16,14,0,14,7
"Tupper Lake village, New York: Summary level: 160, state:36> place:75671",3462,3462,3402,28,6,12,0,0,14,0,14,0
"Turin village, New York: Summary level: 160, state:36> place:75682",151,151,151,0,0,0,0,0,0,0,0,0
"Tuscarora CDP, New York: Summary level: 160, state:36> place:75726",18,18,18,0,0,0,0,0,0,0,0,0
"Tuxedo Park village, New York: Summary level: 160, state:36> place:75803",564,542,441,0,0,65,0,0,36,0,36,22
"Unadilla village, New York: Summary level: 160, state:36> place:76001",1065,954,941,0,0,0,0,0,13,0,13,111
"Uniondale CDP, New York: Summary level: 160, state:36> place:76089",24405,15704,2562,12056,25,373,0,118,570,37,533,8701
"Union Springs village, New York: Summary level: 160, state:36> place:76155",1155,1103,1046,30,0,4,0,4,19,0,19,52
"Unionville village, New York: Summary level: 160, state:36> place:76210",514,462,431,31,0,0,0,0,0,0,0,52
"University at Buffalo CDP, New York: Summary level: 160, state:36> place:76280",5941,5445,3552,555,38,1175,0,14,111,0,111,496
"University Gardens CDP, New York: Summary level: 160, state:36> place:76287",3920,3742,2258,340,0,1043,0,0,101,0,101,178
"Upper Brookville village, New York: Summary level: 160, state:36> place:76331",1428,1386,1195,34,0,148,0,0,9,3,6,42
"Upper Nyack village, New York: Summary level: 160, state:36> place:76386",2052,1933,1720,137,0,65,0,8,3,0,3,119
"Utica city, New York: Summary level: 160, state:36> place:76540",61979,55470,39021,8254,96,5342,4,169,2584,71,2513,6509
"Vails Gate CDP, New York: Summary level: 160, state:36> place:76584",3316,2296,1664,360,0,256,16,0,0,0,0,1020
"Valatie village, New York: Summary level: 160, state:36> place:76617",1697,1597,1443,21,0,89,0,0,44,0,44,100
"Valhalla CDP, New York: Summary level: 160, state:36> place:76639",3157,2738,2271,24,0,378,0,8,57,0,57,419
"Valley Cottage CDP, New York: Summary level: 160, state:36> place:76661",9621,8666,6599,520,0,1464,0,0,83,0,83,955
"Valley Falls village, New York: Summary level: 160, state:36> place:76672",500,495,495,0,0,0,0,0,0,0,0,5
"Valley Stream village, New York: Summary level: 160, state:36> place:76705",37544,26898,14235,6534,9,5114,0,386,620,252,368,10646
"Van Etten village, New York: Summary level: 160, state:36> place:76881",558,550,519,4,0,0,0,2,25,0,25,8
"Vernon village, New York: Summary level: 160, state:36> place:77112",1017,1010,994,3,0,0,0,0,13,0,13,7
"Verona CDP, New York: Summary level: 160, state:36> place:77167",670,670,669,1,0,0,0,0,0,0,0,0
"Verplanck CDP, New York: Summary level: 160, state:36> place:77211",1270,1009,883,28,0,25,0,0,73,0,73,261
"Victor village, New York: Summary level: 160, state:36> place:77376",2713,2660,2608,0,0,36,0,0,16,0,16,53
"Victory village, New York: Summary level: 160, state:36> place:77431",539,537,518,9,10,0,0,0,0,0,0,2
"Village Green CDP, New York: Summary level: 160, state:36> place:77513",3858,3804,3500,102,41,93,0,0,68,0,68,54
"Village of the Branch village, New York: Summary level: 160, state:36> place:77519",1831,1697,1561,40,0,72,0,0,24,0,24,134
"Viola CDP, New York: Summary level: 160, state:36> place:77574",6785,6529,6464,65,0,0,0,0,0,0,0,256
"Voorheesville village, New York: Summary level: 160, state:36> place:77684",2802,2658,2462,19,3,86,0,0,88,0,88,144
"Waddington village, New York: Summary level: 160, state:36> place:77728",746,731,687,19,18,0,0,6,1,0,1,15
"Wading River CDP, New York: Summary level: 160, state:36> place:77772",8021,7509,7274,57,0,89,0,15,74,19,55,512
"Wadsworth CDP, New York: Summary level: 160, state:36> place:77783",164,164,164,0,0,0,0,0,0,0,0,0
"Wainscott CDP, New York: Summary level: 160, state:36> place:77805",691,592,583,3,3,3,0,0,0,0,0,99
"Walden village, New York: Summary level: 160, state:36> place:77849",6931,5231,4748,267,0,70,0,11,135,0,135,1700
"Walker Valley CDP, New York: Summary level: 160, state:36> place:77948",729,704,638,0,0,0,0,0,66,0,66,25
"Wallkill CDP, New York: Summary level: 160, state:36> place:78003",2099,1953,1916,0,0,28,0,0,9,0,9,146
"Walton village, New York: Summary level: 160, state:36> place:78036",3162,3051,3039,12,0,0,0,0,0,0,0,111
"Walton Park CDP, New York: Summary level: 160, state:36> place:78063",2646,2205,1772,200,0,218,0,15,0,0,0,441
"Wampsville village, New York: Summary level: 160, state:36> place:78113",492,492,492,0,0,0,0,0,0,0,0,0
"Wanakah CDP, New York: Summary level: 160, state:36> place:78124",3267,3266,3233,10,23,0,0,0,0,0,0,1
"Wantagh CDP, New York: Summary level: 160, state:36> place:78146",18652,17831,16980,71,0,673,0,13,94,0,94,821
"Wappingers Falls village, New York: Summary level: 160, state:36> place:78168",5301,3943,3035,239,40,603,0,6,20,0,20,1358
"Warrensburg CDP, New York: Summary level: 160, state:36> place:78289",2999,2958,2951,7,0,0,0,0,0,0,0,41
"Warsaw village, New York: Summary level: 160, state:36> place:78333",3644,3531,3351,69,0,14,0,0,97,0,97,113
"Warwick village, New York: Summary level: 160, state:36> place:78355",6773,6382,6121,120,25,0,0,0,116,0,116,391
"Washington Heights CDP, New York: Summary level: 160, state:36> place:78421",1777,1170,862,177,0,0,0,47,84,0,84,607
"Washington Mills CDP, New York: Summary level: 160, state:36> place:78454",907,871,841,0,0,30,0,0,0,0,0,36
"Washingtonville village, New York: Summary level: 160, state:36> place:78465",5874,4097,3489,355,0,74,0,44,135,0,135,1777
"Watchtower CDP, New York: Summary level: 160, state:36> place:78487",2564,2127,1762,246,0,99,0,0,20,0,20,437
"Waterford village, New York: Summary level: 160, state:36> place:78520",2155,2071,1906,30,0,50,0,6,79,11,68,84
"Waterloo village, New York: Summary level: 160, state:36> place:78553",5161,5106,5019,42,0,0,0,0,45,0,45,55
"Water Mill CDP, New York: Summary level: 160, state:36> place:78575",1834,1741,1668,0,0,73,0,0,0,0,0,93
"Watertown city, New York: Summary level: 160, state:36> place:78608",27453,25702,22569,1665,45,396,88,42,897,20,877,1751
"Waterville village, New York: Summary level: 160, state:36> place:78663",1622,1620,1613,4,0,0,0,0,3,0,3,2
"Watervliet city, New York: Summary level: 160, state:36> place:78674",10249,9770,8781,666,15,90,0,0,218,39,179,479
"Watkins Glen village, New York: Summary level: 160, state:36> place:78696",1832,1798,1764,14,0,0,0,0,20,0,20,34
"Waverly village, New York: Summary level: 160, state:36> place:78806",4416,4392,4205,120,0,7,0,0,60,0,60,24
"Wayland village, New York: Summary level: 160, state:36> place:78850",1540,1505,1467,7,10,9,0,0,12,0,12,35
"Webster village, New York: Summary level: 160, state:36> place:78960",5501,5299,4586,140,0,448,0,33,92,0,92,202
"Websters Crossing CDP, New York: Summary level: 160, state:36> place:78982",19,19,19,0,0,0,0,0,0,0,0,0
"Weedsport village, New York: Summary level: 160, state:36> place:79015",1777,1762,1709,4,8,15,0,0,26,0,26,15
"Wellsburg village, New York: Summary level: 160, state:36> place:79081",534,534,495,9,0,0,0,0,30,0,30,0
"Wellsville village, New York: Summary level: 160, state:36> place:79092",4645,4506,4411,63,8,0,0,0,24,10,14,139
"Wesley Hills village, New York: Summary level: 160, state:36> place:79174",5706,5564,5220,209,0,0,0,114,21,0,21,142
"West Babylon CDP, New York: Summary level: 160, state:36> place:79246",43496,36835,30704,4445,73,758,0,58,797,13,784,6661
"West Bay Shore CDP, New York: Summary level: 160, state:36> place:79301",4599,3772,3417,94,0,156,0,0,105,0,105,827
"Westbury village, New York: Summary level: 160, state:36> place:79444",15132,11420,6516,3502,23,1140,25,136,78,0,78,3712
"West Carthage village, New York: Summary level: 160, state:36> place:79499",1838,1723,1522,138,5,16,0,0,42,0,42,115
"West Chazy CDP, New York: Summary level: 160, state:36> place:79543",725,712,712,0,0,0,0,0,0,0,0,13
"West Elmira CDP, New York: Summary level: 160, state:36> place:79785",4950,4950,4441,213,0,92,0,0,204,0,204,0
"West End CDP, New York: Summary level: 160, state:36> place:79796",1619,1584,1475,58,0,51,0,0,0,0,0,35
"Westfield village, New York: Summary level: 160, state:36> place:79939",3505,3383,3367,10,0,0,0,0,6,0,6,122
"West Glens Falls CDP, New York: Summary level: 160, state:36> place:80082",7165,7077,6894,22,67,94,0,0,0,0,0,88
"Westhampton CDP, New York: Summary level: 160, state:36> place:80170",2795,2577,2481,52,6,17,0,6,15,0,15,218
"Westhampton Beach village, New York: Summary level: 160, state:36> place:80181",2061,1928,1863,25,7,26,0,0,7,0,7,133
"West Hampton Dunes village, New York: Summary level: 160, state:36> place:80186",39,39,39,0,0,0,0,0,0,0,0,0
"West Haverstraw village, New York: Summary level: 160, state:36> place:80203",10243,5577,3597,1420,29,351,0,99,81,28,53,4666
"West Hempstead CDP, New York: Summary level: 160, state:36> place:80225",18565,15688,11584,1608,36,2004,0,8,448,64,384,2877
"West Hills CDP, New York: Summary level: 160, state:36> place:80258",5130,4938,4553,20,0,327,0,15,23,0,23,192
"West Hurley CDP, New York: Summary level: 160, state:36> place:80291",1923,1815,1760,22,0,0,0,0,33,33,0,108
"West Islip CDP, New York: Summary level: 160, state:36> place:80302",27752,26310,25686,45,0,407,0,18,154,4,150,1442
"Westmere CDP, New York: Summary level: 160, state:36> place:80423",6946,6670,5401,281,0,851,0,50,87,63,24,276
"Westmoreland CDP, New York: Summary level: 160, state:36> place:80522",272,272,254,0,0,18,0,0,0,0,0,0
"West Nyack CDP, New York: Summary level: 160, state:36> place:80599",3234,2945,2465,115,0,329,0,0,36,36,0,289
"Weston Mills CDP, New York: Summary level: 160, state:36> place:80632",1264,1246,1210,1,0,35,0,0,0,0,0,18
"West Point CDP, New York: Summary level: 160, state:36> place:80747",7013,6025,5333,258,26,144,7,8,249,24,225,988
"Westport CDP, New York: Summary level: 160, state:36> place:80764",498,497,381,2,0,0,0,0,114,0,114,1
"West Sand Lake CDP, New York: Summary level: 160, state:36> place:80863",2663,2617,2468,51,0,46,0,14,38,0,38,46
"West Sayville CDP, New York: Summary level: 160, state:36> place:80885",4768,4492,4305,12,0,67,0,10,98,5,93,276
"West Seneca CDP, New York: Summary level: 160, state:36> place:80907",44773,43473,42006,681,95,173,0,0,518,55,463,1300
"Westvale CDP, New York: Summary level: 160, state:36> place:81127",4942,4921,4867,1,28,9,0,0,16,0,16,21
"West Valley CDP, New York: Summary level: 160, state:36> place:81138",521,521,521,0,0,0,0,0,0,0,0,0
"West Winfield village, New York: Summary level: 160, state:36> place:81292",753,719,693,0,2,0,0,0,24,2,22,34
"Wheatley Heights CDP, New York: Summary level: 160, state:36> place:81419",5356,4749,1193,3202,0,251,0,75,28,0,28,607
"Whitehall village, New York: Summary level: 160, state:36> place:81622",2842,2807,2756,19,21,0,0,0,11,0,11,35
"White Plains city, New York: Summary level: 160, state:36> place:81677",57153,38290,26145,6824,73,3722,0,194,1332,157,1175,18863
"Whitesboro village, New York: Summary level: 160, state:36> place:81710",3769,3703,3656,18,0,0,0,0,29,0,29,66
"Whitney Point village, New York: Summary level: 160, state:36> place:81831",932,894,870,14,0,0,0,0,10,0,10,38
"Williamson CDP, New York: Summary level: 160, state:36> place:82029",2333,2271,2230,18,0,23,0,0,0,0,0,62
"Williamsville village, New York: Summary level: 160, state:36> place:82084",5263,5111,4855,95,0,98,0,0,63,16,47,152
"Williston Park village, New York: Summary level: 160, state:36> place:82117",7285,6608,5536,12,162,791,0,0,107,13,94,677
"Willsboro CDP, New York: Summary level: 160, state:36> place:82260",641,636,569,0,12,0,0,0,55,0,55,5
"Wilmington CDP, New York: Summary level: 160, state:36> place:82304",886,882,847,0,0,9,0,0,26,0,26,4
"Wilson village, New York: Summary level: 160, state:36> place:82359",1203,1203,1199,0,4,0,0,0,0,0,0,0
"Windham CDP, New York: Summary level: 160, state:36> place:82469",470,470,470,0,0,0,0,0,0,0,0,0
"Windsor village, New York: Summary level: 160, state:36> place:82524",889,883,839,5,9,8,0,0,22,0,22,6
"Winthrop CDP, New York: Summary level: 160, state:36> place:82612",267,267,267,0,0,0,0,0,0,0,0,0
"Witherbee CDP, New York: Summary level: 160, state:36> place:82656",450,450,327,0,0,0,0,0,123,0,123,0
"Wolcott village, New York: Summary level: 160, state:36> place:82678",1401,1308,1257,36,0,4,0,0,11,0,11,93
"Woodbury CDP, New York: Summary level: 160, state:36> place:82744",8721,8578,7708,175,0,652,0,0,43,0,43,143
"Woodbury village, New York: Summary level: 160, state:36> place:82750",10657,9272,8461,384,0,324,0,11,92,0,92,1385
"Woodmere CDP, New York: Summary level: 160, state:36> place:82942",17436,16896,15232,443,0,623,0,320,278,14,264,540
"Woodridge village, New York: Summary level: 160, state:36> place:82953",934,623,502,66,0,48,0,0,7,5,2,311
"Woodsburgh village, New York: Summary level: 160, state:36> place:82986",704,699,689,0,0,7,0,0,3,0,3,5
"Woodstock CDP, New York: Summary level: 160, state:36> place:83041",2239,2192,1964,10,0,13,0,18,187,14,173,47
"Woodsville CDP, New York: Summary level: 160, state:36> place:83063",52,52,52,0,0,0,0,0,0,0,0,0
"Worcester CDP, New York: Summary level: 160, state:36> place:83118",1450,1437,1421,16,0,0,0,0,0,0,0,13
"Wurtsboro village, New York: Summary level: 160, state:36> place:83272",980,871,827,15,0,0,0,0,29,0,29,109
"Wyandanch CDP, New York: Summary level: 160, state:36> place:83294",10608,8121,538,7243,57,35,0,62,186,0,186,2487
"Wynantskill CDP, New York: Summary level: 160, state:36> place:83349",3053,3022,2779,146,0,10,0,0,87,0,87,31
"Wyoming village, New York: Summary level: 160, state:36> place:83371",375,374,372,0,0,0,0,2,0,0,0,1
"Yaphank CDP, New York: Summary level: 160, state:36> place:83426",5664,4886,4421,348,25,16,0,26,50,10,40,778
"Yonkers city, New York: Summary level: 160, state:36> place:84000",197493,127170,80202,31494,193,11980,0,668,2633,429,2204,70323
"York Hamlet CDP, New York: Summary level: 160, state:36> place:84035",726,633,519,0,0,0,0,0,114,0,114,93
"Yorkshire CDP, New York: Summary level: 160, state:36> place:84044",1009,999,962,0,0,0,0,0,37,0,37,10
"Yorktown Heights CDP, New York: Summary level: 160, state:36> place:84088",2140,2043,1720,166,0,116,0,33,8,0,8,97
"Yorkville village, New York: Summary level: 160, state:36> place:84099",2671,2591,2553,0,3,8,0,0,27,0,27,80
"Youngstown village, New York: Summary level: 160, state:36> place:84143",2063,1993,1965,6,9,0,0,0,13,0,13,70
"Zena CDP, New York: Summary level: 160, state:36> place:84187",1188,1173,1092,0,0,23,0,0,58,0,58,15
"Ovid village, New York: Summary level: 160, state:36> place:55816",548,538,479,15,21,23,0,0,0,0,0,10
"Owego village, New York: Summary level: 160, state:36> place:55882",3854,3572,3376,62,43,35,0,0,56,0,56,282
"Oxbow CDP, New York: Summary level: 160, state:36> place:55937",92,92,92,0,0,0,0,0,0,0,0,0
"Oxford village, New York: Summary level: 160, state:36> place:55948",1554,1432,1398,0,0,0,0,0,34,0,34,122
"Oyster Bay CDP, New York: Summary level: 160, state:36> place:55992",6088,5344,4873,332,0,73,0,51,15,0,15,744
"Oyster Bay Cove village, New York: Summary level: 160, state:36> place:56011",2285,2237,2002,14,0,183,0,21,17,0,17,48
"Painted Post village, New York: Summary level: 160, state:36> place:56088",1743,1726,1667,17,0,21,0,0,21,0,21,17
"Palatine Bridge village, New York: Summary level: 160, state:36> place:56110",779,762,757,2,0,0,0,0,3,0,3,17
"Palenville CDP, New York: Summary level: 160, state:36> place:56132",876,876,876,0,0,0,0,0,0,0,0,0
"Palmyra village, New York: Summary level: 160, state:36> place:56187",3505,3480,3295,75,0,0,0,0,110,0,110,25
"Pamelia Center CDP, New York: Summary level: 160, state:36> place:56212",236,236,208,0,0,17,0,0,11,0,11,0
"Panama village, New York: Summary level: 160, state:36> place:56231",468,463,462,0,0,0,0,0,1,0,1,5
"Parc CDP, New York: Summary level: 160, state:36> place:56291",133,115,93,10,0,12,0,0,0,0,0,18
"Parish village, New York: Summary level: 160, state:36> place:56341",536,534,519,0,8,0,0,0,7,0,7,2
"Parishville CDP, New York: Summary level: 160, state:36> place:56363",884,880,868,0,6,4,0,0,2,2,0,4
"Patchogue village, New York: Summary level: 160, state:36> place:56660",11902,8648,7535,1041,0,11,0,27,34,0,34,3254
"Paul Smiths CDP, New York: Summary level: 160, state:36> place:56770",617,607,537,24,0,23,0,0,23,10,13,10
"Pavilion CDP, New York: Summary level: 160, state:36> place:56781",437,437,437,0,0,0,0,0,0,0,0,0
"Pawling village, New York: Summary level: 160, state:36> place:56814",2366,1909,1870,25,11,0,0,0,3,0,3,457
"Peach Lake CDP, New York: Summary level: 160, state:36> place:56869",1534,1503,1503,0,0,0,0,0,0,0,0,31
"Pearl River CDP, New York: Summary level: 160, state:36> place:56902",15840,15208,13860,145,138,1043,0,0,22,0,22,632
"Peconic CDP, New York: Summary level: 160, state:36> place:56968",358,358,358,0,0,0,0,0,0,0,0,0
"Peekskill city, New York: Summary level: 160, state:36> place:56979",23702,15957,8970,5054,11,1123,0,36,763,0,763,7745
"Pelham village, New York: Summary level: 160, state:36> place:57001",6920,5961,4413,675,0,500,0,68,305,31,274,959
"Pelham Manor village, New York: Summary level: 160, state:36> place:57023",5519,5300,4820,271,0,124,0,9,76,25,51,219
"Penn Yan village, New York: Summary level: 160, state:36> place:57177",5203,5029,4778,91,0,88,0,0,72,0,72,174
"Perry village, New York: Summary level: 160, state:36> place:57243",3311,3299,3166,76,0,0,0,33,24,0,24,12
"Perrysburg CDP, New York: Summary level: 160, state:36> place:57287",382,379,309,0,37,2,0,0,31,0,31,3
"Peru CDP, New York: Summary level: 160, state:36> place:57364",1315,1306,1240,0,0,0,0,0,66,0,66,9
"Phelps village, New York: Summary level: 160, state:36> place:57518",2109,1971,1939,3,0,9,0,0,20,0,20,138
"Philadelphia village, New York: Summary level: 160, state:36> place:57551",1220,1147,1033,75,0,10,0,0,29,0,29,73
"Philmont village, New York: Summary level: 160, state:36> place:57639",1397,1382,1269,24,0,3,0,0,86,0,86,15
"Phoenicia CDP, New York: Summary level: 160, state:36> place:57650",262,262,262,0,0,0,0,0,0,0,0,0
"Phoenix village, New York: Summary level: 160, state:36> place:57661",2541,2417,2391,1,3,15,0,0,7,0,7,124
"Piermont village, New York: Summary level: 160, state:36> place:57749",2531,2340,1982,68,0,198,0,0,92,0,92,191
"Pierrepont Manor CDP, New York: Summary level: 160, state:36> place:57782",165,165,165,0,0,0,0,0,0,0,0,0
"Piffard CDP, New York: Summary level: 160, state:36> place:57804",161,161,161,0,0,0,0,0,0,0,0,0
"Pike CDP, New York: Summary level: 160, state:36> place:57815",336,336,330,0,0,0,0,0,6,0,6,0
"Pine Bush CDP, New York: Summary level: 160, state:36> place:57980",1837,1510,1387,73,33,0,0,0,17,0,17,327
"Pine Hill CDP, New York: Summary level: 160, state:36> place:58057",212,212,201,11,0,0,0,0,0,0,0,0
"Pine Plains CDP, New York: Summary level: 160, state:36> place:58145",1385,1276,1269,0,0,0,0,0,7,0,7,109
"Pine Valley CDP, New York: Summary level: 160, state:36> place:58189",846,846,791,45,0,0,0,0,10,0,10,0
"Pittsford village, New York: Summary level: 160, state:36> place:58354",1472,1445,1387,30,0,17,0,0,11,0,11,27
"Plainedge CDP, New York: Summary level: 160, state:36> place:58409",9126,8305,7502,48,0,627,0,74,54,0,54,821
"Plainview CDP, New York: Summary level: 160, state:36> place:58442",26093,24884,21450,144,22,3066,0,10,192,53,139,1209
"Plandome village, New York: Summary level: 160, state:36> place:58475",1444,1430,1335,0,0,73,0,0,22,0,22,14
"Plandome Heights village, New York: Summary level: 160, state:36> place:58486",995,928,767,0,0,114,0,6,41,23,18,67
"Plandome Manor village, New York: Summary level: 160, state:36> place:58497",877,821,731,0,0,70,0,0,20,0,20,56
"Plattekill CDP, New York: Summary level: 160, state:36> place:58541",1559,1127,654,407,0,19,0,0,47,8,39,432
"Plattsburgh city, New York: Summary level: 160, state:36> place:58574",19907,19225,17810,589,93,369,0,22,342,0,342,682
"Plattsburgh West CDP, New York: Summary level: 160, state:36> place:58601",1536,1461,1394,13,0,14,0,0,40,0,40,75
"Pleasant Valley CDP, New York: Summary level: 160, state:36> place:58684",1032,992,933,0,0,59,0,0,0,0,0,40
