,Median gross rent,Median INC adjusted to year,Per capita income adjusted to year,Total,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
"Deer Park CDP, New York: Summary level: 160, state:36> place:19972",1567,91442,35816,8594,404,187,226,249,218,223,272,150,229,417,825,1233,855,980,1130,996
"Springs CDP, New York: Summary level: 160, state:36> place:70387",2093,94503,63845,2679,14,186,14,82,92,101,38,107,56,226,60,465,296,270,82,590
"Terryville CDP, New York: Summary level: 160, state:36> place:73352",2263,104063,35471,3742,98,53,111,172,44,87,102,44,163,285,246,407,422,461,629,418
"Walton village, New York: Summary level: 160, state:36> place:78036",667,37031,20062,1258,70,106,117,175,60,75,32,54,36,63,211,131,77,15,36,0
"Albany city, New York: Summary level: 160, state:36> place:01000",951,45500,28402,41207,4298,3173,2643,2631,1842,2223,1693,1913,1700,2830,3922,4314,2690,1714,2030,1591
"Hoosick Falls village, New York: Summary level: 160, state:36> place:35474",863,53285,31473,1425,33,78,27,39,139,102,73,106,59,187,160,153,168,22,25,54
"New York city, New York: Summary level: 160, state:36> place:51000",1396,60762,37693,3154103,277465,196924,153690,144081,130669,127929,117013,118136,97109,200625,261749,345558,257611,182551,222014,320979
"Bloomfield village, New York: Summary level: 160, state:36> place:06945",812,63125,34203,603,40,29,33,10,38,40,9,44,25,22,69,77,59,36,44,28
"Phelps village, New York: Summary level: 160, state:36> place:57518",718,54559,30502,764,10,23,45,88,42,36,23,62,39,51,63,142,65,16,26,33
"Falconer village, New York: Summary level: 160, state:36> place:25164",611,43087,23447,1097,50,61,124,104,34,67,71,75,47,118,128,112,58,27,21,0
"Jamestown city, New York: Summary level: 160, state:36> place:38264",603,31595,19304,12652,1595,1499,1166,1123,758,621,548,571,580,1068,963,1272,521,176,126,65
"Silver Creek village, New York: Summary level: 160, state:36> place:67411",859,60217,26156,970,55,46,64,58,36,52,21,30,35,86,149,180,100,21,26,11
"Turin village, New York: Summary level: 160, state:36> place:75682",-666666666,61250,21783,87,0,4,5,4,5,2,12,4,2,5,3,17,15,9,0,0
"Woodmere CDP, New York: Summary level: 160, state:36> place:82942",1953,128889,52226,5140,66,53,85,129,64,168,75,157,116,190,486,352,606,378,540,1675
"Plandome Manor village, New York: Summary level: 160, state:36> place:58497",-666666666,213542,112532,259,9,2,0,2,0,0,0,2,0,10,9,21,0,21,39,144
"South Floral Park village, New York: Summary level: 160, state:36> place:69023",1577,90227,31772,562,3,10,5,0,15,14,6,34,30,34,40,114,70,51,75,61
"Westbury village, New York: Summary level: 160, state:36> place:79444",1838,98065,41548,4918,176,87,230,187,75,65,147,137,106,232,364,725,492,491,439,965
"Woodsburgh village, New York: Summary level: 160, state:36> place:82986",-666666666,210833,94548,268,7,2,6,11,6,7,2,2,0,2,5,17,9,21,25,146
"Clark Mills CDP, New York: Summary level: 160, state:36> place:15902",870,56429,31688,798,17,60,29,59,0,33,39,41,16,148,173,110,17,35,0,21
"Holland Patent village, New York: Summary level: 160, state:36> place:35144",593,72083,38188,166,9,2,3,7,19,3,2,13,6,5,18,36,14,16,10,3
"Oriskany Falls village, New York: Summary level: 160, state:36> place:55376",725,46442,20812,325,35,40,13,20,19,14,11,3,18,38,56,23,12,16,7,0
"Mechanicstown CDP, New York: Summary level: 160, state:36> place:46349",1212,56131,31488,2941,260,237,198,158,62,90,113,123,132,178,378,349,262,268,72,61
"Tuxedo Park village, New York: Summary level: 160, state:36> place:75803",1385,145250,104681,233,4,3,2,6,7,7,15,0,5,2,12,27,15,16,39,73
"Washingtonville village, New York: Summary level: 160, state:36> place:78465",925,93430,39321,2122,112,108,75,61,61,57,54,48,33,84,204,230,307,267,247,174
"Phoenix village, New York: Summary level: 160, state:36> place:57661",722,42660,28393,1086,141,90,68,42,73,59,33,81,58,70,131,85,82,36,6,31
"Sandy Creek village, New York: Summary level: 160, state:36> place:65068",707,58750,25157,302,16,8,31,4,16,17,17,3,5,41,37,75,16,0,9,7
"Balmville CDP, New York: Summary level: 160, state:36> place:04286",1417,73804,35378,1178,58,60,39,27,13,76,10,60,47,102,108,205,119,131,74,49
"Florida village, New York: Summary level: 160, state:36> place:26319",1462,89022,36075,1008,16,0,49,21,10,28,25,12,20,75,127,183,157,125,111,49
"Greenwood Lake village, New York: Summary level: 160, state:36> place:30752",963,91604,38027,1218,59,49,87,0,44,0,44,26,63,45,70,156,95,297,183,0
"Middletown city, New York: Summary level: 160, state:36> place:47042",1162,53572,26975,10331,851,647,501,455,557,397,507,404,416,983,1060,1217,774,498,649,415
"New Windsor CDP, New York: Summary level: 160, state:36> place:50837",1255,70891,35243,3506,149,104,156,95,179,136,188,132,88,205,402,418,310,386,329,229
"Walden village, New York: Summary level: 160, state:36> place:77849",1121,72398,28052,2210,149,48,34,34,9,142,39,76,46,243,351,357,341,86,168,87
"West Point CDP, New York: Summary level: 160, state:36> place:80747",3119,103333,21365,882,8,0,0,0,17,7,16,0,9,12,68,253,204,105,71,112
"Chester village, New York: Summary level: 160, state:36> place:15297",1444,70917,28931,1418,72,77,55,46,43,101,73,40,72,89,66,198,218,118,91,59
"Fishkill village, New York: Summary level: 160, state:36> place:25967",1616,76912,42417,980,43,63,34,26,55,62,15,22,22,85,50,180,90,117,92,24
"Myers Corner CDP, New York: Summary level: 160, state:36> place:49363",1858,108583,44680,2359,31,45,29,35,28,37,21,33,83,136,224,322,451,290,310,284
"Pine Plains CDP, New York: Summary level: 160, state:36> place:58145",1227,57898,32620,551,30,26,24,50,15,33,54,10,6,46,44,87,62,23,9,32
"Arlington CDP, New York: Summary level: 160, state:36> place:02616",1086,43730,19223,1090,135,154,0,42,63,48,33,102,63,69,83,123,94,9,27,45
"Philmont village, New York: Summary level: 160, state:36> place:57639",850,39914,24005,568,95,25,62,22,26,13,42,25,21,64,63,67,9,17,5,12
"Brighton CDP, New York: Summary level: 160, state:36> place:08257",1005,75812,42921,15441,936,421,544,467,561,615,539,679,529,1103,1257,2185,1680,1272,1229,1424
"Rochester city, New York: Summary level: 160, state:36> place:63000",831,33399,22190,86057,11778,8702,6887,6253,5398,5604,4281,4389,3182,6189,7229,6681,4118,2223,1721,1422
"Stony Point CDP, New York: Summary level: 160, state:36> place:71663",1535,103043,40787,4376,111,67,114,84,206,91,133,202,143,258,254,452,564,501,574,622
"Sidney village, New York: Summary level: 160, state:36> place:67334",616,36065,22137,1729,159,100,147,219,178,27,94,40,68,103,139,241,140,13,49,12
"Upper Nyack village, New York: Summary level: 160, state:36> place:76386",1949,134722,71799,784,7,6,11,18,49,12,6,10,28,41,64,42,60,77,96,257
"Elba village, New York: Summary level: 160, state:36> place:23745",769,63203,28442,235,4,7,1,8,15,21,14,8,5,20,32,49,26,9,0,16
"Hudson city, New York: Summary level: 160, state:36> place:35969",755,35153,23270,2694,305,235,178,200,220,201,165,156,30,164,209,269,174,42,41,105
"Stottville CDP, New York: Summary level: 160, state:36> place:71718",991,48816,25679,556,18,15,27,48,25,21,54,43,36,59,76,64,31,29,8,2
"Brockport village, New York: Summary level: 160, state:36> place:08466",848,38214,16856,2260,253,157,264,75,64,261,76,52,244,155,156,202,145,30,110,16
"Honeoye Falls village, New York: Summary level: 160, state:36> place:35364",832,58854,35404,1203,47,38,74,84,42,35,63,35,80,109,69,175,163,56,65,68
"Village of the Branch village, New York: Summary level: 160, state:36> place:77519",1787,135208,61044,591,2,3,32,12,0,10,10,37,9,11,26,44,80,48,96,171
"Delevan village, New York: Summary level: 160, state:36> place:20115",587,39792,19962,403,54,40,28,23,6,19,32,24,9,25,50,51,22,8,2,10
"St. Bonaventure CDP, New York: Summary level: 160, state:36> place:64551",706,34671,13126,295,40,18,47,0,8,37,13,9,27,7,8,7,17,28,0,29
"Gloversville city, New York: Summary level: 160, state:36> place:29443",707,37416,20562,6159,525,528,501,454,596,346,293,314,241,569,523,684,228,169,118,70
"Mayfield village, New York: Summary level: 160, state:36> place:46206",755,59803,28690,321,15,3,26,10,13,19,7,15,5,49,43,36,40,18,22,0
"Sand Ridge CDP, New York: Summary level: 160, state:36> place:65024",-666666666,55147,26403,242,18,0,0,34,19,14,0,0,17,35,32,47,12,14,0,0
"Vails Gate CDP, New York: Summary level: 160, state:36> place:76584",1251,43201,27704,1385,47,56,49,167,105,116,101,81,22,64,132,171,87,148,13,26
"Warwick village, New York: Summary level: 160, state:36> place:78355",992,76159,39572,2912,44,82,181,196,55,128,158,187,21,173,199,297,356,344,307,184
"Niverville CDP, New York: Summary level: 160, state:36> place:51297",1072,95521,43591,465,23,37,13,0,10,21,0,0,0,66,20,65,56,64,53,37
"Irondequoit CDP, New York: Summary level: 160, state:36> place:37737",893,59640,33253,22085,916,994,768,1054,921,1119,1016,1247,1052,2030,2473,3258,2276,1157,1192,612
"Scottsville village, New York: Summary level: 160, state:36> place:65959",1011,63125,29390,803,48,12,19,81,33,24,33,23,26,83,98,129,99,46,41,8
"Blauvelt CDP, New York: Summary level: 160, state:36> place:06860",1413,139417,50958,1617,27,0,16,33,10,9,11,15,39,44,82,212,200,175,236,508
"Chestnut Ridge village, New York: Summary level: 160, state:36> place:15400",1498,89575,38193,2432,55,65,42,87,56,54,79,65,50,160,185,476,113,190,321,434
"Haverstraw village, New York: Summary level: 160, state:36> place:32754",1389,61336,26198,3641,188,160,232,260,174,83,155,132,157,264,320,398,359,294,267,198
"Kaser village, New York: Summary level: 160, state:36> place:38934",1023,20102,5590,926,79,205,177,120,89,19,29,28,4,75,39,25,10,17,5,5
"Montebello village, New York: Summary level: 160, state:36> place:48090",1745,136424,71213,1673,25,0,0,41,11,16,15,17,148,121,105,112,167,128,236,531
"New City CDP, New York: Summary level: 160, state:36> place:50100",1485,130595,54475,11451,258,181,150,249,184,234,139,155,251,575,671,1144,1245,1130,1740,3145
"Pomona village, New York: Summary level: 160, state:36> place:58992",2292,116058,48015,991,40,5,8,19,41,0,23,18,49,48,108,63,155,77,132,205
"Heuvelton village, New York: Summary level: 160, state:36> place:34264",658,52708,27687,319,29,12,9,12,10,12,21,26,25,24,37,41,24,22,15,0
"Dolgeville village, New York: Summary level: 160, state:36> place:20731",660,47353,23078,1006,40,41,81,58,69,71,47,64,71,114,112,61,93,30,43,11
"Herkimer village, New York: Summary level: 160, state:36> place:34121",782,42470,22931,2894,291,156,301,98,128,218,172,201,207,422,185,214,111,47,57,86
"Middleville village, New York: Summary level: 160, state:36> place:47108",558,53750,24308,225,3,20,44,14,7,5,0,3,6,17,8,46,36,16,0,0
"Beacon city, New York: Summary level: 160, state:36> place:05100",1174,74450,37355,5178,221,301,207,219,248,176,199,179,107,271,472,552,676,372,513,465
"Victor village, New York: Summary level: 160, state:36> place:77376",756,79138,38623,1122,22,32,61,113,27,21,29,26,39,57,98,190,103,115,120,69
"Schaghticoke village, New York: Summary level: 160, state:36> place:65475",748,57019,27635,273,28,2,15,8,17,6,14,27,6,18,32,58,10,9,19,4
"Wynantskill CDP, New York: Summary level: 160, state:36> place:83349",838,67742,33407,1358,20,54,26,76,40,22,71,73,89,102,213,149,201,62,122,38
"Union Springs village, New York: Summary level: 160, state:36> place:76155",482,63125,27836,439,14,31,16,12,22,9,10,35,31,27,43,98,48,26,6,11
"Colonie village, New York: Summary level: 160, state:36> place:17332",1147,84665,34707,3013,70,60,64,100,141,74,122,99,92,198,315,538,495,347,226,72
"Weston Mills CDP, New York: Summary level: 160, state:36> place:80632",546,54375,31235,613,22,0,58,26,95,20,33,12,15,81,51,87,38,31,16,28
"Clayton village, New York: Summary level: 160, state:36> place:16089",860,54423,30037,884,59,37,45,80,37,37,23,27,16,133,46,127,102,57,47,11
"Deferiet village, New York: Summary level: 160, state:36> place:19994",1013,51500,22403,120,15,7,4,7,3,6,5,10,0,12,13,18,12,8,0,0
"Depauville CDP, New York: Summary level: 160, state:36> place:20302",-666666666,76667,33915,162,34,0,0,17,0,0,0,0,0,6,16,60,21,0,0,8
"Evans Mills village, New York: Summary level: 160, state:36> place:24823",839,49688,29713,218,16,6,17,20,8,9,13,9,12,11,17,36,16,13,12,3
"Port Ewen CDP, New York: Summary level: 160, state:36> place:59311",1180,68104,35461,1449,46,51,15,63,71,89,70,57,106,81,188,136,218,50,118,90
"Saugerties South CDP, New York: Summary level: 160, state:36> place:65310",1094,71875,35013,756,27,63,25,33,16,43,15,7,31,37,100,113,129,63,22,32
"Stone Ridge CDP, New York: Summary level: 160, state:36> place:71597",1144,73214,33265,428,38,13,10,0,12,18,34,16,18,12,53,40,60,46,34,24
"Wallkill CDP, New York: Summary level: 160, state:36> place:78003",988,72784,34791,773,30,27,21,75,0,0,72,4,28,64,85,69,112,60,60,66
"West Hurley CDP, New York: Summary level: 160, state:36> place:80291",1071,75313,43511,894,36,93,69,20,8,36,11,54,23,30,66,134,73,128,65,48
"Woodstock CDP, New York: Summary level: 160, state:36> place:83041",954,47059,37523,1096,32,139,87,49,92,62,33,40,54,93,77,99,65,100,23,51
"Cambridge village, New York: Summary level: 160, state:36> place:11825",803,47891,27498,824,50,77,66,35,39,19,35,42,76,88,87,65,49,60,14,22
"Hudson Falls village, New York: Summary level: 160, state:36> place:35980",835,45632,22396,2901,222,207,109,196,238,163,74,197,232,249,334,358,219,45,21,37
"Waterford village, New York: Summary level: 160, state:36> place:78520",814,50511,26822,958,67,25,40,53,54,71,37,65,58,82,129,165,75,12,14,11
"Lake George village, New York: Summary level: 160, state:36> place:40508",911,49038,39384,494,33,31,16,35,22,25,26,40,24,42,46,60,28,30,10,26
"Chateaugay village, New York: Summary level: 160, state:36> place:13981",605,43281,23698,313,38,31,14,19,23,21,3,24,10,15,22,55,13,17,7,1
"Malone village, New York: Summary level: 160, state:36> place:44710",707,38841,24583,2501,328,256,182,96,171,135,108,161,117,156,238,144,229,64,19,97
"Aquebogue CDP, New York: Summary level: 160, state:36> place:02374",-666666666,98145,59298,792,60,0,0,15,0,20,21,0,17,121,110,124,10,66,48,180
"Bridgehampton CDP, New York: Summary level: 160, state:36> place:08136",1325,103333,67998,534,11,17,9,16,12,9,3,0,43,47,62,35,70,22,82,96
"Little Valley village, New York: Summary level: 160, state:36> place:42829",555,38125,17943,445,24,42,42,45,19,36,28,37,11,44,57,27,24,5,4,0
"Centerport CDP, New York: Summary level: 160, state:36> place:13442",1777,145722,66480,1938,34,17,54,39,42,37,30,47,19,64,98,153,219,188,307,590
"Dix Hills CDP, New York: Summary level: 160, state:36> place:20687",1866,156603,65163,8269,131,44,104,98,80,193,146,130,128,305,477,746,706,570,1397,3014
"West Babylon CDP, New York: Summary level: 160, state:36> place:79246",1750,93420,35976,13351,343,101,386,446,350,343,306,336,434,841,1219,2063,1997,1245,1630,1311
"Brownville village, New York: Summary level: 160, state:36> place:10231",835,50313,26580,407,0,16,26,35,17,14,29,46,20,18,14,76,36,47,13,0
"North Lindenhurst CDP, New York: Summary level: 160, state:36> place:53198",1461,73393,33492,3581,85,116,172,143,40,177,191,173,122,149,472,330,348,315,548,200
"Riverhead CDP, New York: Summary level: 160, state:36> place:61973",1388,57772,31128,5373,355,347,225,316,176,325,308,297,186,254,566,651,496,147,494,230
"South Huntington CDP, New York: Summary level: 160, state:36> place:69254",1788,108875,44137,3302,143,104,42,59,89,21,121,100,37,152,210,420,594,293,394,523
"Shinnecock Hills CDP, New York: Summary level: 160, state:36> place:67048",1995,115875,65487,1017,30,23,54,0,36,109,36,41,25,19,11,49,82,81,177,244
"Flanders CDP, New York: Summary level: 160, state:36> place:26121",2293,77500,30047,1354,18,22,0,27,17,74,25,92,79,52,146,294,57,287,73,91
"Fort Edward village, New York: Summary level: 160, state:36> place:26770",867,47992,21019,1381,78,82,110,150,169,18,16,17,122,189,129,214,50,18,19,0
"Stillwater village, New York: Summary level: 160, state:36> place:71322",938,82545,31574,735,32,24,15,21,16,3,15,32,39,58,78,119,132,96,46,9
"West Glens Falls CDP, New York: Summary level: 160, state:36> place:80082",1142,64883,31552,2714,100,77,101,67,82,47,159,173,92,337,354,421,190,328,92,94
"Great River CDP, New York: Summary level: 160, state:36> place:30235",2408,134219,61178,425,40,5,8,0,0,0,0,3,6,17,28,23,50,51,44,150
"Hauppauge CDP, New York: Summary level: 160, state:36> place:32732",2075,109262,46903,6795,159,87,118,175,200,124,145,235,252,266,431,817,837,789,1015,1145
"Lindenhurst village, New York: Summary level: 160, state:36> place:42554",1570,92178,35257,8839,189,289,282,178,323,279,317,154,336,434,741,1443,1011,891,1225,747
"Oakfield village, New York: Summary level: 160, state:36> place:54155",735,53854,24195,632,19,24,22,48,40,36,44,25,31,64,90,64,52,37,33,3
"Briarcliff Manor village, New York: Summary level: 160, state:36> place:08103",1690,163795,86237,2661,66,50,10,85,26,18,29,62,18,107,124,202,254,201,296,1113
"Bronxville village, New York: Summary level: 160, state:36> place:08532",2925,187188,114845,2190,34,53,57,63,23,54,15,24,9,100,77,208,131,156,189,997
"Centre Island village, New York: Summary level: 160, state:36> place:13618",-666666666,155278,138566,184,16,6,1,1,0,0,8,7,0,7,6,11,15,13,19,74
"Chittenango village, New York: Summary level: 160, state:36> place:15561",683,76544,31920,1732,57,47,102,56,52,73,41,39,75,166,137,209,294,157,155,72
"Larchmont village, New York: Summary level: 160, state:36> place:41333",1853,213988,109030,2033,35,0,13,44,16,17,16,0,0,117,48,127,180,140,161,1119
"Mount Kisco village, New York: Summary level: 160, state:36> place:48890",1437,82330,44634,4036,116,157,130,60,218,106,166,156,121,298,373,392,460,382,342,559
"Pleasantville village, New York: Summary level: 160, state:36> place:58728",1722,118333,52351,2548,58,33,0,148,52,110,200,42,37,36,182,227,256,157,458,552
"Atlantic Beach village, New York: Summary level: 160, state:36> place:02968",2817,139250,88945,601,11,7,2,6,11,10,3,33,12,34,69,27,54,40,68,214
"Baldwin CDP, New York: Summary level: 160, state:36> place:04143",1690,105888,38163,7894,156,210,93,292,212,201,229,198,240,343,582,863,987,863,1229,1196
"Cedarhurst village, New York: Summary level: 160, state:36> place:13233",1859,99873,36553,1888,83,57,14,47,25,31,7,46,25,137,123,353,205,258,138,339
"East Massapequa CDP, New York: Summary level: 160, state:36> place:22480",2122,95743,47165,6794,193,135,183,124,238,233,243,254,120,352,611,756,469,637,1034,1212
"Garden City South CDP, New York: Summary level: 160, state:36> place:28200",2283,132500,44629,1332,44,6,33,32,34,14,17,38,12,56,86,117,131,104,288,320
"Great Neck village, New York: Summary level: 160, state:36> place:30169",1871,94153,42261,3089,146,82,63,134,87,88,50,62,86,132,331,401,234,212,321,660
"Kings Point village, New York: Summary level: 160, state:36> place:39694",-666666666,123750,70569,1306,15,0,0,0,0,30,0,7,18,73,170,194,150,81,112,456
"Peru CDP, New York: Summary level: 160, state:36> place:57364",746,63889,35250,680,36,0,51,19,19,43,21,38,0,90,40,109,90,89,16,19
"Plattsburgh city, New York: Summary level: 160, state:36> place:58574",810,45696,24540,7894,1024,437,268,440,476,502,380,344,425,647,786,816,556,312,368,113
"Watervliet city, New York: Summary level: 160, state:36> place:78674",867,43176,26061,4716,258,322,391,392,189,378,241,268,161,438,578,517,360,80,105,38
"East Hills village, New York: Summary level: 160, state:36> place:22260",-666666666,207578,91000,2348,15,40,13,12,24,24,10,13,22,23,106,151,128,189,314,1264
"Farmingdale village, New York: Summary level: 160, state:36> place:25384",1622,86447,50252,3704,47,163,187,194,152,65,64,160,145,140,309,421,319,390,563,385
"Glenwood Landing CDP, New York: Summary level: 160, state:36> place:29421",1563,122031,54936,1379,60,33,23,11,0,15,26,3,42,57,88,214,125,91,174,417
"Great Neck Gardens CDP, New York: Summary level: 160, state:36> place:30202",-666666666,218603,65834,301,0,0,0,0,0,0,0,0,16,0,0,39,64,0,0,182
"Inwood CDP, New York: Summary level: 160, state:36> place:37583",1456,60509,24644,3043,171,76,278,120,149,115,151,144,92,220,286,532,215,181,123,190
"Massapequa Park village, New York: Summary level: 160, state:36> place:45997",2288,125206,48630,5669,81,134,104,122,144,113,93,140,160,198,269,611,658,604,951,1287
"North New Hyde Park CDP, New York: Summary level: 160, state:36> place:53275",1947,123464,49949,4790,56,24,101,56,168,104,134,46,106,169,230,635,609,428,853,1071
"Old Westbury village, New York: Summary level: 160, state:36> place:54705",1327,190156,84535,1100,12,0,7,13,12,36,3,6,11,16,45,57,89,107,157,529
"Plandome Heights village, New York: Summary level: 160, state:36> place:58486",2750,214063,88642,329,2,2,0,0,11,2,2,3,5,9,23,13,15,21,45,176
"South Hempstead CDP, New York: Summary level: 160, state:36> place:69188",2587,106442,51364,1053,26,26,6,0,31,0,1,35,7,64,95,219,110,54,174,205
"Margaretville village, New York: Summary level: 160, state:36> place:45557",750,43750,23015,246,23,31,22,9,6,7,7,24,17,12,43,30,15,0,0,0
"South Valley Stream CDP, New York: Summary level: 160, state:36> place:69892",1200,131086,43297,2029,46,30,11,44,21,47,50,59,27,73,78,336,139,248,319,501
"Upper Brookville village, New York: Summary level: 160, state:36> place:76331",1871,211250,113803,504,0,0,4,0,0,7,13,40,22,20,12,20,30,28,46,262
"Williston Park village, New York: Summary level: 160, state:36> place:82117",1832,106813,53300,2582,30,46,58,101,51,76,61,46,51,218,142,300,344,159,377,522
"Woodbury CDP, New York: Summary level: 160, state:36> place:82744",2631,168605,86518,2964,89,37,89,41,75,78,96,47,52,130,88,213,198,128,303,1300
"New York Mills village, New York: Summary level: 160, state:36> place:51011",805,35938,25601,1737,106,181,117,108,107,215,166,70,97,97,75,249,74,0,55,20
"Oriskany village, New York: Summary level: 160, state:36> place:55365",859,41343,26777,607,49,55,69,16,43,25,32,27,24,82,43,66,41,19,12,4
"Rome city, New York: Summary level: 160, state:36> place:63418",768,48659,26151,12622,1044,773,663,657,844,757,558,503,645,1077,1482,1427,796,538,511,347
"Fayetteville village, New York: Summary level: 160, state:36> place:25527",1006,84797,52749,1727,47,30,82,0,52,12,44,60,169,59,212,240,231,158,125,206
"Canton village, New York: Summary level: 160, state:36> place:12331",917,55987,18788,1513,140,199,79,43,8,50,42,65,30,112,125,186,175,117,64,78
"Bardonia CDP, New York: Summary level: 160, state:36> place:04396",-666666666,130647,60118,1321,17,17,51,36,27,44,0,48,13,24,32,135,202,105,153,417
"Piermont village, New York: Summary level: 160, state:36> place:57749",1887,117857,74007,1184,45,19,25,29,52,0,21,0,46,101,76,127,84,117,216,226
"Sloatsburg village, New York: Summary level: 160, state:36> place:67708",1778,97663,38715,1087,52,14,40,18,30,5,29,48,43,73,44,169,133,122,131,136
"Massena village, New York: Summary level: 160, state:36> place:46019",718,43821,25434,4635,399,307,259,291,374,278,174,302,104,402,467,586,455,110,74,53
"Potsdam village, New York: Summary level: 160, state:36> place:59564",723,32282,16775,2107,338,245,213,41,159,105,28,41,58,118,108,261,129,33,115,115
"Unadilla village, New York: Summary level: 160, state:36> place:76001",644,55543,27109,462,21,55,16,19,31,16,29,5,8,54,92,38,37,23,4,14
"Highland CDP, New York: Summary level: 160, state:36> place:34484",1320,67830,29619,2101,58,259,33,79,60,155,100,35,43,149,196,378,204,132,137,83
"Lincoln Park CDP, New York: Summary level: 160, state:36> place:42488",1012,29250,25806,1121,145,123,101,121,81,32,57,24,16,68,129,53,76,24,71,0
"Marlboro CDP, New York: Summary level: 160, state:36> place:45700",910,70000,37093,1520,72,65,51,89,37,75,125,58,37,48,218,116,145,154,106,124
"New Paltz village, New York: Summary level: 160, state:36> place:50551",1309,41753,18414,1935,277,85,130,82,72,172,92,128,64,128,164,198,151,89,55,48
"Pine Hill CDP, New York: Summary level: 160, state:36> place:58057",-666666666,35673,19855,91,19,13,5,0,0,5,13,0,9,11,11,5,0,0,0,0
"Deposit village, New York: Summary level: 160, state:36> place:20346",699,35938,19188,669,97,56,37,43,52,42,34,30,29,55,38,100,23,19,11,3
"Corinth village, New York: Summary level: 160, state:36> place:18212",874,46875,22677,981,50,55,62,46,86,57,62,62,26,66,152,90,107,12,37,11
"North Ballston Spa CDP, New York: Summary level: 160, state:36> place:51467",-666666666,77780,37667,703,79,0,97,0,0,35,0,0,16,74,43,100,128,0,112,19
"East Greenbush CDP, New York: Summary level: 160, state:36> place:22106",1156,96220,44917,1821,56,17,0,14,78,37,28,124,17,66,174,354,208,208,219,221
"Thornwood CDP, New York: Summary level: 160, state:36> place:73715",2004,123889,50231,1316,20,30,0,26,20,41,38,14,8,54,120,113,178,51,246,357
"White Plains city, New York: Summary level: 160, state:36> place:81677",1694,84415,51416,22929,1368,997,950,836,759,601,710,520,693,1192,1651,2334,2093,1565,2574,4086
"Canajoharie village, New York: Summary level: 160, state:36> place:12111",692,37054,22707,829,125,48,65,44,56,42,57,19,15,49,117,79,66,17,26,4
"Duane Lake CDP, New York: Summary level: 160, state:36> place:20989",-666666666,124625,40452,92,0,0,0,13,0,0,0,0,0,0,0,16,20,16,27,0
"East Glenville CDP, New York: Summary level: 160, state:36> place:22084",1289,80739,38194,2203,29,79,71,58,154,141,62,27,76,145,172,362,195,262,194,176
"Scotia village, New York: Summary level: 160, state:36> place:65893",840,53250,30465,3061,201,280,204,179,81,88,148,151,183,125,296,422,347,137,162,57
"Northville village, New York: Summary level: 160, state:36> place:53770",857,50809,21266,449,18,33,47,25,20,41,13,3,19,20,77,56,64,9,2,2
"Cleveland village, New York: Summary level: 160, state:36> place:16188",775,55750,28676,283,9,12,4,28,23,17,9,25,4,16,21,56,20,20,16,3
"Mexico village, New York: Summary level: 160, state:36> place:46811",680,58542,30278,642,31,37,40,44,14,33,31,21,9,68,99,73,28,72,23,19
"Monticello village, New York: Summary level: 160, state:36> place:48175",911,31754,17820,2430,331,265,264,174,141,196,113,212,44,55,126,262,155,0,87,5
"Goshen village, New York: Summary level: 160, state:36> place:29542",1252,78148,39037,1990,30,117,130,135,71,72,87,72,75,75,116,276,155,159,186,234
"Highland Falls village, New York: Summary level: 160, state:36> place:34495",1296,82713,42460,1662,46,38,9,28,69,87,77,67,102,99,142,291,146,196,155,110
"Maybrook village, New York: Summary level: 160, state:36> place:46162",1116,59792,34049,1370,81,72,68,41,26,129,37,89,31,113,134,142,142,91,77,97
"Lacona village, New York: Summary level: 160, state:36> place:40200",663,66667,24543,250,20,6,9,22,13,0,9,3,0,18,49,46,27,18,7,3
"Minetto CDP, New York: Summary level: 160, state:36> place:47680",660,61563,36738,467,14,25,3,32,18,22,17,38,30,32,22,59,59,37,36,23
"Liberty village, New York: Summary level: 160, state:36> place:42224",833,36723,21813,1469,187,104,145,78,129,66,52,45,112,128,159,67,70,42,16,69
"Monroe village, New York: Summary level: 160, state:36> place:47988",1587,110417,39725,2584,63,44,56,47,76,52,52,178,126,95,118,323,245,271,324,514
"Smallwood CDP, New York: Summary level: 160, state:36> place:67730",-666666666,-666666666,48879,241,10,0,0,0,0,0,53,19,0,3,10,32,0,40,42,32
"Wurtsboro village, New York: Summary level: 160, state:36> place:83272",955,65313,31048,460,44,7,38,24,0,31,9,13,13,35,59,52,69,26,27,13
"Montgomery village, New York: Summary level: 160, state:36> place:48142",1261,79844,34148,1573,58,132,29,67,75,29,43,66,15,123,101,191,252,128,116,148
"Newburgh city, New York: Summary level: 160, state:36> place:50034",1107,37900,18629,9358,1014,788,596,627,535,733,580,494,317,620,823,885,456,429,263,198
"Unionville village, New York: Summary level: 160, state:36> place:76210",1228,73611,30697,260,9,0,0,18,17,9,7,10,21,9,35,63,13,27,15,7
"Washington Heights CDP, New York: Summary level: 160, state:36> place:78421",1599,97344,33665,714,12,0,47,52,0,6,0,0,19,30,154,38,112,72,115,57
"Verplanck CDP, New York: Summary level: 160, state:36> place:77211",1806,93533,38011,467,0,18,0,0,13,11,31,0,0,40,74,87,43,68,33,49
